Classification Method,Accuracy,Recall,Precision,F1 Score,Accuracy_std,Recall_std,Precision_std,F1_std,error,Transfer Learning Method
LogisticRegression,0.825,0.8443333333333334,0.8246090725454842,0.829737585891141,0.10812030336620408,0.10988933827567923,0.12125097823570713,0.10041858028176394,,efficientnet_b2
Perceptron,0.8186666666666668,0.8360000000000001,0.8204841263120555,0.8226512696413966,0.09845134161943488,0.10892199043352083,0.11807158378906835,0.0932270543315172,,efficientnet_b2
SGDClassifier,0.8161666666666667,0.775,0.8552747343966413,0.8065754719365821,0.10221994260743188,0.13200378782444086,0.1287890571258816,0.10892192304458911,,efficientnet_b2
PassiveAggressiveClassifier,0.8138333333333334,0.8293333333333335,0.8156546126631559,0.8180454354249965,0.10613945229429694,0.10756703336369682,0.12040447891384258,0.0993245613688835,,efficientnet_b2
LinearSVC,0.8088333333333333,0.8243333333333334,0.8101018126709173,0.8129392305338081,0.1061001885012463,0.10869989267090684,0.1200528142040629,0.09964915853071912,,efficientnet_b2
DecisionTreeClassifier,0.7736666666666667,0.7849999999999999,0.7791508162070389,0.7780115761471726,0.08506468127254696,0.07915175298121957,0.10558581786259079,0.07445662227006047,,efficientnet_b2
RidgeClassifierCV,0.7736666666666666,0.8023333333333333,0.7650927516970785,0.7811333438799939,0.08810599676904327,0.08324061508662704,0.09553388654998257,0.07990481511159953,,efficientnet_b2
ExtraTreeClassifier,0.7436666666666667,0.745,0.7530906464955655,0.7440353939906283,0.07631732000885078,0.09167878707749137,0.09340171767174416,0.07089054942601733,,efficientnet_b2
RidgeClassifier,0.7366666666666666,0.7683333333333333,0.7272764345176755,0.7459012149805145,0.07561966234606798,0.06494869770313591,0.08136246622990544,0.06674524397140814,,efficientnet_b2
LinearDiscriminantAnalysis,0.7293333333333333,0.761,0.7195871143358086,0.7385579793785354,0.06843975452907472,0.059236812878479546,0.07192880691701613,0.059764709807238366,,efficientnet_b2
QuadraticDiscriminantAnalysis,0.0,0.0,0.0,0.0,,,,,"The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 900 samples and 1408 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.",efficientnet_b2
NuSVC,0.8760000000000001,0.8906666666666666,0.8771677245832953,0.8785255248429145,0.10741973747873339,0.11845111509254216,0.11914605114474529,0.10070715749388864,,efficientnet_b5
LogisticRegressionCV,0.876,0.9,0.8724263851266096,0.8807030602068971,0.11989161772200757,0.12206555615733701,0.13034993914201234,0.10950200454715661,,efficientnet_b5
SVC,0.8736666666666666,0.8870000000000001,0.8782252606607104,0.876379237171783,0.11325928953806245,0.12337341690980273,0.12631519581153705,0.10519717656836929,,efficientnet_b5
