Classification Method,Accuracy,Recall,Precision,F1 Score,Accuracy_std,Recall_std,Precision_std,F1_std,error,Transfer Learning Method
HistGradientBoostingClassifier,0.8584999999999999,0.8803333333333333,0.858739995084553,0.8633668853547813,0.10947716656910703,0.11381710474851013,0.12446783407678193,0.09833151891306245,,vgg19
ExtraTreesClassifier,0.8563333333333333,0.876,0.8568481646643338,0.8600177104341414,0.11392687713324426,0.12539537471533788,0.12456330834686054,0.10459235423151894,,vgg19
GradientBoostingClassifier,0.8515,0.869,0.8516662589130783,0.854004507948811,0.11171503927403864,0.13163965967746952,0.12215391994987469,0.10656461665112282,,vgg19
LogisticRegressionCV,0.85,0.8733333333333334,0.8491916618058856,0.8543858590559955,0.10786565718522279,0.12077527340754257,0.12124261330559336,0.09867248499060086,,vgg19
RandomForestClassifier,0.8491666666666667,0.8640000000000001,0.852633446976973,0.8520107065093061,0.11392797432296131,0.1270590413941487,0.12436344453779705,0.10614704772688183,,vgg19
NearestCentroid,0.8421666666666667,0.8933333333333333,0.8257284581332545,0.8515439098913362,0.10551737613619223,0.11436782764396637,0.1181254903823359,0.09192212181007671,,vgg19
MLPClassifier,0.8389999999999999,0.8613333333333333,0.8396361671086044,0.8430101559960352,0.10681292056675541,0.12523045423005805,0.12212145276285478,0.09900231931970804,,vgg19
SVC,0.8354999999999999,0.8203333333333334,0.8617413334001081,0.8327449859862377,0.11248222081733628,0.13165991543872924,0.1300593289629308,0.10929011200332614,,vgg19
BernoulliNB,0.8341666666666667,0.8953333333333333,0.8148074239695529,0.8462305107067756,0.10188024015152956,0.10441583532523535,0.11976052087801473,0.08614921730539436,,vgg19
NuSVC,0.8263333333333334,0.7966666666666666,0.862064326929346,0.8199220369189284,0.11258774356030056,0.13569573808094837,0.12981502196761627,0.11283241211077451,,vgg19
BaggingClassifier,0.8208333333333334,0.807,0.8448599747743335,0.8188840304247529,0.09726038933365082,0.11153923076657828,0.11914967089978135,0.09241560626615326,,vgg19
AdaBoostClassifier,0.8190000000000002,0.8396666666666667,0.8208707508535532,0.8241129765413241,0.1008910303248014,0.10801697397477246,0.12055738153342245,0.0921608827939213,,vgg19
KNeighborsClassifier,0.8138333333333334,0.8586666666666666,0.8027245223552664,0.8232257014541997,0.10244795426621918,0.11270610749496525,0.1162915914042888,0.09083980931232348,,vgg19
LogisticRegression,0.8089999999999999,0.8266666666666665,0.8060896091321595,0.8135188661126792,0.09364293886887576,0.09048020041239224,0.09892247380270122,0.08402934121526384,,vgg19
Perceptron,0.8066666666666666,0.8196666666666668,0.8074734536267659,0.8089894912812792,0.10049046389251734,0.11576268828944844,0.1088317357102057,0.09653467610244067,,vgg19
PassiveAggressiveClassifier,0.7955,0.8146666666666667,0.7915842951443126,0.8003972547538044,0.08621049820062521,0.08328265125462804,0.08971300547772443,0.0761119982587933,,vgg19
LinearSVC,0.7861666666666667,0.8109999999999999,0.7771918716027937,0.7915957477477729,0.08547270519489444,0.09082400563727631,0.08451273077284999,0.07864826303778977,,vgg19
SGDClassifier,0.7776666666666666,0.7006666666666667,0.8421788211682442,0.7588394152208376,0.09012398866746485,0.10505871374299865,0.12303478452592533,0.09316538874865868,,vgg19
ExtraTreeClassifier,0.752,0.763,0.757185211055396,0.7555738774656288,0.08161494961096281,0.08614522621712709,0.09857189155506052,0.07352731076580477,,vgg19
DecisionTreeClassifier,0.7491666666666666,0.7563333333333333,0.7515460801030395,0.7506895162084687,0.08551559312000745,0.10013823778490745,0.09811371237848657,0.08494118090412847,,vgg19
LinearDiscriminantAnalysis,0.7306666666666667,0.7633333333333334,0.7203887365637284,0.7391270763072596,0.08454190282536427,0.0921231060411375,0.08211884994397435,0.07906693980329785,,vgg19
RidgeClassifierCV,0.7013333333333334,0.744,0.6887984940775016,0.7138066648931173,0.06726316475853134,0.06945502141674136,0.06459714483385512,0.05936008224359038,,vgg19
RidgeClassifier,0.6788333333333333,0.7206666666666667,0.6684555315680745,0.6919515823846458,0.060654073784591464,0.0634875315842935,0.05941560402462284,0.05255086221950717,,vgg19
GaussianNB,0.6769999999999998,0.8780000000000001,0.6391222662799559,0.734602823983553,0.08775534171775527,0.06289674077406554,0.09657599638424287,0.060473510940803596,,vgg19
QuadraticDiscriminantAnalysis,0.0,0.0,0.0,0.0,,,,,"The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 900 samples and 4096 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.",vgg19
